name,link,city,area,cuisine,rating,votes,has_online_delivery,has_table_booking,price
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=805285,chennai,Thiruvallur,"Burgers, American",4.4,9.2K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=856781,chennai,Ambattur,"Burgers, Beverages, Cafe, Desserts",4.4,3.6K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=381250,chennai,Ambattur,"Burgers, Fast Food, Rolls & Wraps",4.3,14K+,1,0,₹400 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=57362,chennai,Mogappair,Pizzas,4.3,14K+,1,0,₹400 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=636363,chennai,AMBATTUR,"Chinese, Tibetan, Desserts",4.2,2.3K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=636362,chennai,AMBATTUR,"Chinese, Asian, Tibetan, Desserts",4.3,2.9K+,1,0,₹250 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=90682,chennai,Ambattur,"Pizzas, Pastas, Italian, Desserts, Beverages",4.1,6.9K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=805285,chennai,Thiruvallur,"Burgers, American",4.4,9.2K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=856781,chennai,Ambattur,"Burgers, Beverages, Cafe, Desserts",4.4,3.6K+,1,0,₹400 for two
Grameen Kulfi,https://www.swiggy.com/dapi/menu/pl?restaurantId=355766,chennai,Ambattur,"Ice Cream, Desserts",4.7,817,1,0,₹120 for two
Veg Meals By LunchBox,https://www.swiggy.com/dapi/menu/pl?restaurantId=263742,chennai,Ambattur,"Thalis, North Indian, Biryani, South Indian, Desserts, Beverages",4.2,499,1,0,₹200 for two
The Pizza Project by Oven Story,https://www.swiggy.com/dapi/menu/pl?restaurantId=837889,chennai,Ambattur,"Pizzas, Italian, Desserts, Beverages",4.4,277,1,0,₹400 for two
Keventers Waffles & Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=708849,chennai,Ambattur Industrial Estate,"Ice Cream, Desserts",4.3,362,1,0,₹200 for two
Faasos' Signature Wraps & Rolls,https://www.swiggy.com/dapi/menu/pl?restaurantId=566290,chennai,Ambattur,"Fast Food, Snacks, North Indian, Desserts, Beverages",4.4,260,1,0,₹350 for two
Makhani Darbar,https://www.swiggy.com/dapi/menu/pl?restaurantId=801303,chennai,OT bus stand,"Kebabs, Mughlai, Beverages, Desserts",4.2,183,1,0,₹500 for two
LunchBox - Meals and Thalis,https://www.swiggy.com/dapi/menu/pl?restaurantId=90686,chennai,Ambattur,"Thalis, North Indian, Biryani, South Indian, Desserts, Beverages",4.4,8.4K+,1,0,₹200 for two
"Faasos - Wraps, Rolls & Shawarma",https://www.swiggy.com/dapi/menu/pl?restaurantId=90680,chennai,Ambattur,"Kebabs, Fast Food, Snacks, American, Healthy Food, Desserts, Beverages",4.3,10K+,1,0,₹200 for two
Wendy's Flavor Fresh Burgers,https://www.swiggy.com/dapi/menu/pl?restaurantId=792287,chennai,Ambattur,"Burgers, American, Fast Food, Snacks, Beverages",3.7,95,1,0,₹500 for two
The Momo Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=636364,chennai,AMBATTUR,"Chinese, Asian, Tibetan, Desserts",4.1,204,1,0,₹250 for two
PS4 Veg Restaurant (Perambur Sri Srinivasa),https://www.swiggy.com/dapi/menu/pl?restaurantId=46135,chennai,Ambattur,Desserts,4.7,65K+,1,0,₹300 for two
McDonald's Gourmet Burger Collection,https://www.swiggy.com/dapi/menu/pl?restaurantId=856783,chennai,Ambattur,"Burgers, Beverages, Cafe, Desserts",4.6,65,1,0,₹400 for two
NIC Ice Creams,https://www.swiggy.com/dapi/menu/pl?restaurantId=248145,chennai,Varatharajapuram,"Desserts, Ice Cream",4.7,6.2K+,1,0,₹120 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=906343,chennai,Ayapakkam,"Burgers, Fast Food, Rolls & Wraps",4.4,2.1K+,1,0,₹400 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=1286142,chennai,Ambattur OT Trade,Pizzas,4.1,162,1,0,₹350 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=490012,chennai,Ambattur Industrial estate,"Waffle, Desserts, Ice Cream",4.8,1.4K+,1,0,₹200 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=636363,chennai,AMBATTUR,"Chinese, Tibetan, Desserts",4.2,2.3K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=636362,chennai,AMBATTUR,"Chinese, Asian, Tibetan, Desserts",4.3,2.9K+,1,0,₹250 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=90682,chennai,Ambattur,"Pizzas, Pastas, Italian, Desserts, Beverages",4.1,6.9K+,1,0,₹400 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=805285,chennai,Thiruvallur,"Burgers, American",4.4,9.2K+,1,0,₹350 for two
McDonald's,https://www.swiggy.com/dapi/menu/pl?restaurantId=856781,chennai,Ambattur,"Burgers, Beverages, Cafe, Desserts",4.4,3.6K+,1,0,₹400 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17817,chennai,Nungambakkam,"Burgers, Fast Food, Rolls & Wraps",4.3,32K+,1,0,₹400 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=13713,chennai,Nungambakkam,"Italian, Pizzas, Pastas, Salads, Desserts",4.5,8.2K+,1,0,₹1200 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24343,chennai,Nungambakkam,"Pizzas, Italian, Pastas, Desserts",4.3,15K+,1,0,₹400 for two
Basil With A Twist,https://www.swiggy.com/dapi/menu/pl?restaurantId=10834,chennai,Thyagaraya Nagar,"Italian, European",4.6,5.5K+,1,0,₹1500 for two
LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=681655,chennai,Nungambakkam,"Pizzas, Italian, Desserts",4.4,1.5K+,1,0,₹250 for two
Fruit Shop On Greams Road,https://www.swiggy.com/dapi/menu/pl?restaurantId=9357,chennai,T. Nagar,"Juices, Beverages, Desserts",4.7,17K+,1,0,₹150 for two
Gangotree,https://www.swiggy.com/dapi/menu/pl?restaurantId=9373,chennai,Chennai,"Sweets, Chaat, Desserts, Street Food, Snacks",4.6,40K+,1,0,₹300 for two
Amadora Gourmet Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=12624,chennai,Nungambakkam,"Ice Cream, Desserts, Cakes & Pastries",4.8,21K+,1,0,₹300 for two
Hotel Crescent,https://www.swiggy.com/dapi/menu/pl?restaurantId=46909,chennai,Nungambakkam,"Kerala, South Indian, Chinese, North Indian",4.5,63K+,1,0,₹450 for two
Cake Walk,https://www.swiggy.com/dapi/menu/pl?restaurantId=501769,chennai,Nungambakkam,"Cakes & Pastries, Cafe",4.7,1.3K+,1,0,₹500 for two
Mealful Rolls - India's Biggest Rolls,https://www.swiggy.com/dapi/menu/pl?restaurantId=614537,chennai,Nungabakkam,"Fast Food, Snacks, Desserts",4.2,420,1,0,₹250 for two
Itminaan Matka Biryani - Slow Cooked,https://www.swiggy.com/dapi/menu/pl?restaurantId=614536,chennai,Nungambakkam,"Biryani, Mughlai",4.6,131,1,0,₹250 for two
Hola Pasta - Fresh Gourmet Pasta,https://www.swiggy.com/dapi/menu/pl?restaurantId=740572,chennai,Nungambakkam,"Pastas, Italian, Desserts, Beverages",4.3,217,1,0,₹250 for two
"Bhatti Chicken - Grilled, NOT Fried!",https://www.swiggy.com/dapi/menu/pl?restaurantId=642732,chennai,Nungambakkam,"Snacks, Fast Food, Tandoor",4.5,149,1,0,₹250 for two
BOOM - Sub Style Sandwiches,https://www.swiggy.com/dapi/menu/pl?restaurantId=701720,chennai,Nungambakkam,"Snacks, Indian, Desserts",4.3,313,1,0,₹250 for two
Chai Waale,https://www.swiggy.com/dapi/menu/pl?restaurantId=198263,chennai,T. Nagar,"Beverages, Snacks",4.7,12K+,1,0,₹200 for two
Copper Chimney,https://www.swiggy.com/dapi/menu/pl?restaurantId=314828,chennai,Thousand Lights,"Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts",4.5,1.4K+,1,0,₹900 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=623724,chennai,Nungambakkam,"Bakery, Desserts",4.6,8.3K+,1,0,₹400 for two
Madno - House of Sundaes and Waffles,https://www.swiggy.com/dapi/menu/pl?restaurantId=609526,chennai,Nungambakkam,"Ice Cream, Desserts, Waffle",4.2,421,1,0,₹250 for two
Minus 30,https://www.swiggy.com/dapi/menu/pl?restaurantId=793584,chennai,T Nagar,"Ice Cream, Desserts, Waffle, Healthy Food, Chocolate",4.9,499,1,0,₹280 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17817,chennai,Nungambakkam,"Burgers, Fast Food, Rolls & Wraps",4.3,32K+,1,0,₹400 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=47812,chennai,Nungambakkam,"Waffle, Desserts, Ice Cream",4.5,11K+,1,0,₹200 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=13713,chennai,Nungambakkam,"Italian, Pizzas, Pastas, Salads, Desserts",4.5,8.2K+,1,0,₹1200 for two
New Andhra Meals Hotel-Since1962,https://www.swiggy.com/dapi/menu/pl?restaurantId=15963,chennai,T. Nagar,"Andhra, South Indian",4.6,29K+,1,0,₹400 for two
Hotel Virudhunagar Chettinad Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=1281181,chennai,T Nagar,"Chinese, Biryani, Chettinad, South Indian, Beverages",4,130,1,0,₹499 for two
Moonlight Takeaway & Delivery,https://www.swiggy.com/dapi/menu/pl?restaurantId=16141,chennai,T. Nagar,"Indian, Chinese, Tandoor",4.1,98K+,1,0,₹250 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24343,chennai,Nungambakkam,"Pizzas, Italian, Pastas, Desserts",4.3,15K+,1,0,₹400 for two
Chacma - Dieting Monkey,https://www.swiggy.com/dapi/menu/pl?restaurantId=929091,chennai,Nungambakkam,"Continental, Salads, Healthy Food",4.6,2.6K+,1,0,₹200 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17817,chennai,Nungambakkam,"Burgers, Fast Food, Rolls & Wraps",4.3,32K+,1,0,₹400 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=13713,chennai,Nungambakkam,"Italian, Pizzas, Pastas, Salads, Desserts",4.5,8.2K+,1,0,₹1200 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24343,chennai,Nungambakkam,"Pizzas, Italian, Pastas, Desserts",4.3,15K+,1,0,₹400 for two
Basil With A Twist,https://www.swiggy.com/dapi/menu/pl?restaurantId=10834,chennai,Thyagaraya Nagar,"Italian, European",4.6,5.5K+,1,0,₹1500 for two
LeanCrust Pizza- ThinCrust Experts,https://www.swiggy.com/dapi/menu/pl?restaurantId=681655,chennai,Nungambakkam,"Pizzas, Italian, Desserts",4.4,1.5K+,1,0,₹250 for two
Fruit Shop On Greams Road,https://www.swiggy.com/dapi/menu/pl?restaurantId=9357,chennai,T. Nagar,"Juices, Beverages, Desserts",4.7,17K+,1,0,₹150 for two
Gangotree,https://www.swiggy.com/dapi/menu/pl?restaurantId=9373,chennai,Chennai,"Sweets, Chaat, Desserts, Street Food, Snacks",4.6,40K+,1,0,₹300 for two
Amadora Gourmet Ice Cream,https://www.swiggy.com/dapi/menu/pl?restaurantId=12624,chennai,Nungambakkam,"Ice Cream, Desserts, Cakes & Pastries",4.8,21K+,1,0,₹300 for two
Hotel Crescent,https://www.swiggy.com/dapi/menu/pl?restaurantId=46909,chennai,Nungambakkam,"Kerala, South Indian, Chinese, North Indian",4.5,63K+,1,0,₹450 for two
Cake Walk,https://www.swiggy.com/dapi/menu/pl?restaurantId=501769,chennai,Nungambakkam,"Cakes & Pastries, Cafe",4.7,1.3K+,1,0,₹500 for two
Mealful Rolls - India's Biggest Rolls,https://www.swiggy.com/dapi/menu/pl?restaurantId=614537,chennai,Nungabakkam,"Fast Food, Snacks, Desserts",4.2,420,1,0,₹250 for two
Itminaan Matka Biryani - Slow Cooked,https://www.swiggy.com/dapi/menu/pl?restaurantId=614536,chennai,Nungambakkam,"Biryani, Mughlai",4.6,131,1,0,₹250 for two
Hola Pasta - Fresh Gourmet Pasta,https://www.swiggy.com/dapi/menu/pl?restaurantId=740572,chennai,Nungambakkam,"Pastas, Italian, Desserts, Beverages",4.3,217,1,0,₹250 for two
"Bhatti Chicken - Grilled, NOT Fried!",https://www.swiggy.com/dapi/menu/pl?restaurantId=642732,chennai,Nungambakkam,"Snacks, Fast Food, Tandoor",4.5,149,1,0,₹250 for two
BOOM - Sub Style Sandwiches,https://www.swiggy.com/dapi/menu/pl?restaurantId=701720,chennai,Nungambakkam,"Snacks, Indian, Desserts",4.3,313,1,0,₹250 for two
Chai Waale,https://www.swiggy.com/dapi/menu/pl?restaurantId=198263,chennai,T. Nagar,"Beverages, Snacks",4.7,12K+,1,0,₹200 for two
Copper Chimney,https://www.swiggy.com/dapi/menu/pl?restaurantId=314828,chennai,Thousand Lights,"Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts",4.5,1.4K+,1,0,₹900 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=623724,chennai,Nungambakkam,"Bakery, Desserts",4.6,8.3K+,1,0,₹400 for two
Madno - House of Sundaes and Waffles,https://www.swiggy.com/dapi/menu/pl?restaurantId=609526,chennai,Nungambakkam,"Ice Cream, Desserts, Waffle",4.2,421,1,0,₹250 for two
Minus 30,https://www.swiggy.com/dapi/menu/pl?restaurantId=793584,chennai,T Nagar,"Ice Cream, Desserts, Waffle, Healthy Food, Chocolate",4.9,499,1,0,₹280 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17817,chennai,Nungambakkam,"Burgers, Fast Food, Rolls & Wraps",4.3,32K+,1,0,₹400 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=47812,chennai,Nungambakkam,"Waffle, Desserts, Ice Cream",4.5,11K+,1,0,₹200 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=13713,chennai,Nungambakkam,"Italian, Pizzas, Pastas, Salads, Desserts",4.5,8.2K+,1,0,₹1200 for two
New Andhra Meals Hotel-Since1962,https://www.swiggy.com/dapi/menu/pl?restaurantId=15963,chennai,T. Nagar,"Andhra, South Indian",4.6,29K+,1,0,₹400 for two
Hotel Virudhunagar Chettinad Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=1281181,chennai,T Nagar,"Chinese, Biryani, Chettinad, South Indian, Beverages",4,130,1,0,₹499 for two
Moonlight Takeaway & Delivery,https://www.swiggy.com/dapi/menu/pl?restaurantId=16141,chennai,T. Nagar,"Indian, Chinese, Tandoor",4.1,98K+,1,0,₹250 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=24343,chennai,Nungambakkam,"Pizzas, Italian, Pastas, Desserts",4.3,15K+,1,0,₹400 for two
Chacma - Dieting Monkey,https://www.swiggy.com/dapi/menu/pl?restaurantId=929091,chennai,Nungambakkam,"Continental, Salads, Healthy Food",4.6,2.6K+,1,0,₹200 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=26677,chennai,Perambur,"Burgers, Fast Food, Rolls & Wraps",4.3,35K+,1,0,₹400 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=405476,chennai,Perambur,Pizzas,4.2,10K+,1,0,₹300 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=573354,chennai,Perambur,"Chinese, Tibetan, Desserts",4.3,3.7K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=573360,chennai,Perambur,"Chinese, Asian, Tibetan, Desserts",4.3,3.8K+,1,0,₹250 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=518645,chennai,Perambur,"Burgers, American",4.3,25K+,1,0,₹350 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=25754,chennai,Ponniammanmedu,"Pizzas, Italian, Pastas, Desserts",4.4,21K+,1,0,₹400 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=656606,chennai,Perambur,"sandwich, Salads, wrap, Healthy Food",4.3,5.4K+,1,0,₹350 for two
Sangeetha Veg Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=77235,chennai,Perambur,"North Indian, South Indian, Chinese",4.7,93K+,1,0,₹300 for two
Grameen Kulfi,https://www.swiggy.com/dapi/menu/pl?restaurantId=388800,chennai,Perambur,"Ice Cream, Desserts",4.8,916,1,0,₹120 for two
Wow! Chicken By Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=806620,chennai,Aynavaram,"Burger, Biryani, American, fastfood",3.8,2.5K+,1,0,₹300 for two
The Brownie Studio,https://www.swiggy.com/dapi/menu/pl?restaurantId=716649,chennai,Vidya Nagar,"Bakery, Cakes, Desserts, Ice Cream, Sweets",4.4,1.5K+,1,0,₹700 for two
Perambur Sri Srinivasa Sweets & Snacks,https://www.swiggy.com/dapi/menu/pl?restaurantId=248684,chennai,Perambur,Sweets,4.7,2.3K+,1,0,₹300 for two
A2B - Adyar Ananda Bhavan,https://www.swiggy.com/dapi/menu/pl?restaurantId=31822,chennai,Perambur,"South Indian, Sweets, Chinese",4.5,75K+,1,0,₹300 for two
Madno - House of Sundaes and Waffles,https://www.swiggy.com/dapi/menu/pl?restaurantId=609532,chennai,Sembium,"Ice Cream, Desserts, Waffle",3.9,294,1,0,₹250 for two
PS4 Veg Restaurant (Perambur Sri Srinivasa),https://www.swiggy.com/dapi/menu/pl?restaurantId=58028,chennai,Perambur,South Indian,4.6,58K+,1,0,₹300 for two
Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=656474,chennai,Chennai Corp,"Momos, Chinese, fastfood, Asian, Beverages",4.1,3.6K+,1,0,₹300 for two
NIC Ice Creams,https://www.swiggy.com/dapi/menu/pl?restaurantId=388799,chennai,Villivakkam,"Ice Cream, Desserts",4.7,4.7K+,1,0,₹120 for two
The Momo Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=573338,chennai,Perambur,"Chinese, Asian, Tibetan, Desserts",3.9,317,1,0,₹250 for two
Ibaco,https://www.swiggy.com/dapi/menu/pl?restaurantId=53701,chennai,Kolathur,"Ice Cream, Desserts",4.6,7.0K+,1,0,₹800 for two
Kwality Walls Ice Cream and More,https://www.swiggy.com/dapi/menu/pl?restaurantId=618692,chennai,Perambur,"Desserts, Ice Cream, Ice Cream Cakes",4.7,983,1,0,₹200 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=405476,chennai,Perambur,Pizzas,4.2,10K+,1,0,₹300 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=26677,chennai,Perambur,"Burgers, Fast Food, Rolls & Wraps",4.3,35K+,1,0,₹400 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=573354,chennai,Perambur,"Chinese, Tibetan, Desserts",4.3,3.7K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=573360,chennai,Perambur,"Chinese, Asian, Tibetan, Desserts",4.3,3.8K+,1,0,₹250 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=490013,chennai,70 Feet Road,"Waffle, Desserts, Ice Cream",4.5,2.9K+,1,0,₹200 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=518645,chennai,Perambur,"Burgers, American",4.3,25K+,1,0,₹350 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=25754,chennai,Ponniammanmedu,"Pizzas, Italian, Pastas, Desserts",4.4,21K+,1,0,₹400 for two
SS Hyderabad Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=1284673,chennai,Tvk Nagar,Biryani,4.5,710,1,0,₹300 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=26677,chennai,Perambur,"Burgers, Fast Food, Rolls & Wraps",4.3,35K+,1,0,₹400 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=405476,chennai,Perambur,Pizzas,4.2,10K+,1,0,₹300 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=573354,chennai,Perambur,"Chinese, Tibetan, Desserts",4.3,3.7K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=573360,chennai,Perambur,"Chinese, Asian, Tibetan, Desserts",4.3,3.8K+,1,0,₹250 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=518645,chennai,Perambur,"Burgers, American",4.3,25K+,1,0,₹350 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=25754,chennai,Ponniammanmedu,"Pizzas, Italian, Pastas, Desserts",4.4,21K+,1,0,₹400 for two
Subway,https://www.swiggy.com/dapi/menu/pl?restaurantId=656606,chennai,Perambur,"sandwich, Salads, wrap, Healthy Food",4.3,5.4K+,1,0,₹350 for two
Sangeetha Veg Restaurant,https://www.swiggy.com/dapi/menu/pl?restaurantId=77235,chennai,Perambur,"North Indian, South Indian, Chinese",4.7,93K+,1,0,₹300 for two
Grameen Kulfi,https://www.swiggy.com/dapi/menu/pl?restaurantId=388800,chennai,Perambur,"Ice Cream, Desserts",4.8,916,1,0,₹120 for two
Wow! Chicken By Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=806620,chennai,Aynavaram,"Burger, Biryani, American, fastfood",3.8,2.5K+,1,0,₹300 for two
The Brownie Studio,https://www.swiggy.com/dapi/menu/pl?restaurantId=716649,chennai,Vidya Nagar,"Bakery, Cakes, Desserts, Ice Cream, Sweets",4.4,1.5K+,1,0,₹700 for two
Perambur Sri Srinivasa Sweets & Snacks,https://www.swiggy.com/dapi/menu/pl?restaurantId=248684,chennai,Perambur,Sweets,4.7,2.3K+,1,0,₹300 for two
A2B - Adyar Ananda Bhavan,https://www.swiggy.com/dapi/menu/pl?restaurantId=31822,chennai,Perambur,"South Indian, Sweets, Chinese",4.5,75K+,1,0,₹300 for two
Madno - House of Sundaes and Waffles,https://www.swiggy.com/dapi/menu/pl?restaurantId=609532,chennai,Sembium,"Ice Cream, Desserts, Waffle",3.9,294,1,0,₹250 for two
PS4 Veg Restaurant (Perambur Sri Srinivasa),https://www.swiggy.com/dapi/menu/pl?restaurantId=58028,chennai,Perambur,South Indian,4.6,58K+,1,0,₹300 for two
Wow! Momo,https://www.swiggy.com/dapi/menu/pl?restaurantId=656474,chennai,Chennai Corp,"Momos, Chinese, fastfood, Asian, Beverages",4.1,3.6K+,1,0,₹300 for two
NIC Ice Creams,https://www.swiggy.com/dapi/menu/pl?restaurantId=388799,chennai,Villivakkam,"Ice Cream, Desserts",4.7,4.7K+,1,0,₹120 for two
The Momo Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=573338,chennai,Perambur,"Chinese, Asian, Tibetan, Desserts",3.9,317,1,0,₹250 for two
Ibaco,https://www.swiggy.com/dapi/menu/pl?restaurantId=53701,chennai,Kolathur,"Ice Cream, Desserts",4.6,7.0K+,1,0,₹800 for two
Kwality Walls Ice Cream and More,https://www.swiggy.com/dapi/menu/pl?restaurantId=618692,chennai,Perambur,"Desserts, Ice Cream, Ice Cream Cakes",4.7,983,1,0,₹200 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=405476,chennai,Perambur,Pizzas,4.2,10K+,1,0,₹300 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=26677,chennai,Perambur,"Burgers, Fast Food, Rolls & Wraps",4.3,35K+,1,0,₹400 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=573354,chennai,Perambur,"Chinese, Tibetan, Desserts",4.3,3.7K+,1,0,₹250 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=573360,chennai,Perambur,"Chinese, Asian, Tibetan, Desserts",4.3,3.8K+,1,0,₹250 for two
The Belgian Waffle Co.,https://www.swiggy.com/dapi/menu/pl?restaurantId=490013,chennai,70 Feet Road,"Waffle, Desserts, Ice Cream",4.5,2.9K+,1,0,₹200 for two
Burger King,https://www.swiggy.com/dapi/menu/pl?restaurantId=518645,chennai,Perambur,"Burgers, American",4.3,25K+,1,0,₹350 for two
Domino's Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=25754,chennai,Ponniammanmedu,"Pizzas, Italian, Pastas, Desserts",4.4,21K+,1,0,₹400 for two
SS Hyderabad Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=1284673,chennai,Tvk Nagar,Biryani,4.5,710,1,0,₹300 for two
KFC,https://www.swiggy.com/dapi/menu/pl?restaurantId=17095,hyderabad,Banjara Hills,"Burgers, Fast Food, Rolls & Wraps",4.2,27K+,1,0,₹400 for two
Pizza Hut,https://www.swiggy.com/dapi/menu/pl?restaurantId=340856,hyderabad,Tolichowki,Pizzas,4.4,8.1K+,1,0,₹350 for two
Chinese Wok,https://www.swiggy.com/dapi/menu/pl?restaurantId=509004,hyderabad,Madhapur,"Chinese, Asian, Tibetan, Desserts",4,4.3K+,1,0,₹250 for two
Little Italy,https://www.swiggy.com/dapi/menu/pl?restaurantId=1203,hyderabad,Jubilee Hills,"Italian, Pizzas, Pastas, Salads, Desserts",4.3,5.4K+,1,0,₹1200 for two
Big Bowl,https://www.swiggy.com/dapi/menu/pl?restaurantId=509082,hyderabad,Madhapur,"Chinese, Tibetan, Desserts",4,3.2K+,1,0,₹250 for two
Homely,https://www.swiggy.com/dapi/menu/pl?restaurantId=80482,hyderabad,Manikonda,"Home Food, North Indian, South Indian, Beverages, Desserts, Thalis",3.9,58K+,1,0,₹200 for two
Oven Story Pizza,https://www.swiggy.com/dapi/menu/pl?restaurantId=68328,hyderabad,Shaikpet,"Pizzas, Pastas, Italian, Desserts, Beverages",4.4,7.6K+,1,0,₹400 for two
Dum Safar Biryani,https://www.swiggy.com/dapi/menu/pl?restaurantId=639476,hyderabad,JUBLI HILL ALCAZAR,"Biryani, Hyderabadi, Kebabs, North Indian, barbeque",3.7,841,1,0,₹500 for two
Theobroma,https://www.swiggy.com/dapi/menu/pl?restaurantId=690583,hyderabad,Film Nagar,Desserts,4.4,1.8K+,1,0,₹400 for two
Bakingo,https://www.swiggy.com/dapi/menu/pl?restaurantId=436045,hyderabad,Tolichowki,Bakery,4.6,9.0K+,1,0,₹300 for two
Concu,https://www.swiggy.com/dapi/menu/pl?restaurantId=247464,hyderabad,Film Nagar,"Cafe, Desserts, Beverages",4.7,2.6K+,1,0,₹750 for two
BOX8 - Desi Meals,https://www.swiggy.com/dapi/menu/pl?restaurantId=402943,hyderabad,Mehdipatnam,"North Indian, Biryani, Thalis, Home Food",4.5,3.8K+,1,0,₹200 for two
Cravery,https://www.swiggy.com/dapi/menu/pl?restaurantId=307200,hyderabad,Jubilee Hills,"Italian, American, European, Desserts, Cafe",4.5,2.6K+,1,0,₹700 for two
